Órgão;Número do Processo;Modalidade;Objeto;Valor Total/Global;Local de Execução/Entrega;Data Diário Oficial;Protocolo;Início da vigência do contrato;Fim da Vigência do Contrato;Situação
SME       ;PE 198/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MÁSCARA LAVÁVEL PARA A SECRETARIA MUNICIPAL DA EDUCAÇÃO;R$ 841.834,00;CONFORME EDITAL;07/10/2020;01-093222/2020;29/10/2020;04/02/2021;Empenhado
FMS       ;PE 114/2020;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE OXIGENOTERAPIA E SUPORTE VENTILATÓRIO COM FORNECIMENTO DE VENTILADORES PULMONARES MECÂNICO PARA USO DOMICILIAR, PEDIÁTRICO OU ADULTO, COM ASSISTÊNCIA DE FISIOTERAPEUTA, PLANTÃO PARA ATENDIMENTO E MANUTENÇÃO 24 HORAS, INCLUINDO TODOS OS ACESSÓRIOS NECESSÁRIOS AO FUNCIONAMENTO, PARA A SECRETARIA MUNICIPAL DA SAÚDE, PELO PERÍODO DE 12 (DOZE) MESES.;R$ 509.996,16;Conforme edital de embasamento;29/10/2020;01-060728/2020;24/11/2020;23/11/2023;Confirmado Vencedor
SME       ;PE 201/2020;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE EMPRESA PARA SERVIÇOS DE GRAVAÇÃO, PRODUÇÃO, EDIÇÃO E FINALIZAÇÃO DE VIDEOAULAS PARA A SECRETARIA MUNICIPAL DA EDUCAÇÃO.;;CONFORME EDITAL;09/10/2020;01-094595/2020;;;Processo Anulado
FMAS      ;FN 46/2020;Financeiro;destinar recursos financeiros do Fundo Municipal de Assistência Social, por dispensa de chamamento público, conforme Resolução nº 133/2020 - CMAS, para desenvolver o plano de trabalho Desafios da pandemia, que tem por objetivo geral proporcionar às crianças, adolescentes e mães acolhidas o atendimento condizente com as necessidades relacionadas à pandemia por COVID-19.;R$ 70.200,00;FAS;08/10/2020;35-000614/2020;09/10/2020;06/04/2021;Confirmado Vencedor
FMAS      ;FN 46/2020;Financeiro;destinar recursos financeiros do Fundo Municipal de Assistência Social, por dispensa de chamamento público, conforme Resolução nº 133/2020 - CMAS, para desenvolver o plano de trabalho Desafios da pandemia, que tem por objetivo geral proporcionar às crianças, adolescentes e mães acolhidas o atendimento condizente com as necessidades relacionadas à pandemia por COVID-19.;R$ 70.200,00;FAS;08/10/2020;35-000614/2020;09/10/2020;06/04/2021;Confirmado Vencedor
SMAP      ;PE 206/2020;PREGÃO ELETRÔNICO;Aquisição de 80 (oitenta) rolos com 25 metros cada, de Elástico Aurata com furos de regulagem em lã.;R$ 2.304,80;Conforme termo de referência.;09/10/2020;01-090091/2020;23/10/2020;02/11/2020;Empenhado
FMS       ;IN 18/2020;Inexigibilidade de Licitação;CONTRATO DE PRESTAÇÃO DE SERVIÇOS DE SAÚDE AO SUS - SISTEMA ÚNICO DE SAÚDE NO MUNICÍPIO DE CURITIBA, INTEGRANDO O HOSPITAL DO TRABALHADOR, DEFININDO A SUA INSERÇÃO NA REDE REGIONALIZADA E HIERARQUIZADA DE AÇÕES E SERVIÇOS DE SAÚDE HOSPITALAR, AMBULATORIAL, APOIO DIAGNÓSTICO E TERAPÊUTICO.;R$ 77.270.157,00;RUA FRANCISCO TORRES, 830 - SMS;09/10/2020;01-060763/2020;09/10/2020;08/10/2023;Confirmado Vencedor
FMCA      ;FN 92/2020;Financeiro;Tem por objetivo formalizar parceria entre as partes a fim de destinar recursos financeiros do Fundo Municipal para a Criança e Adolescente, por dispensa de chamamento público, conforme Resolução nº 115/2020 - COMTIBA, para desenvolver o plano de trabalho Casa Formosa, que tem por objetivo geral realizar o Serviço de Acolhimento Institucional Conjunto para crianças, adolescentes e suas mães em espaço destinado para pessoas com necessidade de isolamento social. ;R$ 156.000,00;FAS;09/10/2020;35-000569/2020;09/10/2020;05/02/2021;Confirmado Vencedor
FMCA      ;FN 92/2020;Financeiro;Tem por objetivo formalizar parceria entre as partes a fim de destinar recursos financeiros do Fundo Municipal para a Criança e Adolescente, por dispensa de chamamento público, conforme Resolução nº 115/2020 - COMTIBA, para desenvolver o plano de trabalho Casa Formosa, que tem por objetivo geral realizar o Serviço de Acolhimento Institucional Conjunto para crianças, adolescentes e suas mães em espaço destinado para pessoas com necessidade de isolamento social. ;R$ 156.000,00;FAS;09/10/2020;35-000569/2020;09/10/2020;05/02/2021;Confirmado Vencedor
FMS       ;PE 116/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL DE PROTEÇÃO INDIVIDUAL PARA ENFRENTAMENTO DA PANDEMIA DE COVID-19 - COM ITENS EXCLUSIVOS E COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI;R$ 1.160.250,00;R. João Bettega, 3350 - CIC - Almoxarifado SMS;16/10/2020;01-096848/2020;22/12/2020;06/01/2021;Parcialmente Empenhado
IMT       ;IN 2/2020;Inexigibilidade de Licitação;Contratação de consultoria especializada para apoio na execução do Plano de Retomada Econômica do Setor de Turismo de Curitiba, Pós COVID-19, incluindo fornecimento de serviços de atendimento à Cadeia Produtiva e Produção Associada ao Turismo de Curitiba.;R$ 300.000,00;Conforme programação;15/10/2020;01-096393/2020;15/10/2020;10/08/2021;Confirmado Vencedor
IMT       ;IN 2/2020;Inexigibilidade de Licitação;Contratação de consultoria especializada para apoio na execução do Plano de Retomada Econômica do Setor de Turismo de Curitiba, Pós COVID-19, incluindo fornecimento de serviços de atendimento à Cadeia Produtiva e Produção Associada ao Turismo de Curitiba.;R$ 300.000,00;Conforme programação;15/10/2020;01-096393/2020;15/10/2020;10/08/2021;Confirmado Vencedor
FAAC      ;DT 9/2020;Dispensa de Licitação - TCE;CONTRATO DE PARCERIA ENTRE O SEBRAE/PR E A SMSAN - SECRETARIA MUNICIPAL DE SEGURANÇA ALIMENTAR E NUTRICIONAL, PARA O PLANO DE RETOMADA ECONÔMICA PÓS COVID-19, VISANDO AÇÕES DE SEGURANÇA ALIMENTAR E NUTRICIONAL;R$ 415.665,00;rua doutor pedrosa 257;15/10/2020;01-097763/2020;15/10/2020;15/06/2021;Confirmado Vencedor
SMAP      ;PE 218/2020;PREGÃO ELETRÔNICO;COVID - AQUISIÇÃO DE LUVA DE PROCEDIMENTO NÃO CIRÚRGICA, PELO SISTEMA DE REGISTRO DE PREÇOS, NO PERÍODO DE 06 (SEIS) MESES, PARA ATENDER A SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO E DE GESTÃO DE PESSOAL E FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL.;;Conforme pedido de empenho;20/10/2020;01-095560/2020;16/10/2020;03/05/2021;Processo Fracassado
FMS       ;PE 118/2020;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO MEDICAMENTOS, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI;R$ 4.179.850,00;Rua João Bettega, 3350- CIC - Almoxarifado da SMS;21/10/2020;01-099615/2020;19/10/2020;17/12/2021;Parcialmente Empenhado
FAAC      ;DT 10/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE ESCUDO PROTETOR SALIVAR.;R$ 2.310,00;A CONFIRMAR COM O GESTOR PELO TELEFONE (41) 3267-5761;23/10/2020;42-000207/2020;27/10/2020;26/11/2020;Empenhado
SME       ;DT 60/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE KITS DE GÊNEROS ALIMENTÍCIOS PARA A SECRETARIA MUNICIPAL DA EDUCAÇÃO;R$ 263.880,00;Conforme processo original;20/10/2020;01-105408/2020;20/10/2020;25/10/2020;Empenhado
FMS       ;DT 235/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE MEDICAMENTOS: MORFINA SULFATO 10 MG E MIDAZOLAM 15 MG.  ;R$ 17.485,00;RUA JOÃO BETTEGA, 3350 - CIC - ALMOXARIFADO SMS.;21/10/2020;01-105903/2020;22/10/2020;25/10/2020;Empenhado
SMAP      ;PE 223/2020;PREGÃO ELETRÔNICO;COVID - AQUISIÇÃO DE LUVAS DE PROCEDIMENTO NÃO CIRÚRGICAS, VISANDO O ENFRENTAMENTO A PANDEMIA COVID-19 ;;Rua Solimões 160 - Supervisão de  Núcleos;21/10/2020;01-102520/2020;;;Processo Fracassado
SME       ;PE 224/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE WEBCAMS PARA A SECRETARIA MUNICIPAL DA EDUCAÇÃO;R$ 7.950,00;Conforme edital item 15.;21/10/2020;01-099536/2020;23/11/2020;28/11/2020;Empenhado
FCC       ;PE 10/2020;PREGÃO ELETRÔNICO;Locação de infraestrutura, compreendendo serviços de sonorização, iluminação, painel de led, para atender aos eventos da Fundação Cultural de Curitiba;R$ 393.071,76;Fundação Cultural de Curitiba;22/10/2020;57-000127/2020;21/10/2020;01/07/2021;Empenhado
FCC       ;PE 11/2020;PREGÃO ELETRÔNICO;Locação de ambulâncias com UTI móvel, na modalidade pregão eletrônico pelo sistema de Registro de Preços pelo período de 06 (seis) meses;R$ 209.700,00;Logradouros Públicos;21/10/2020;57-000127/2020;21/10/2020;12/11/2021;Empenhado
FCC       ;PE 12/2020;PREGÃO ELETRÔNICO;"Seleção de empresas para a compra eventual de Materias de Higiene, limpeza e conservação visando o enfrentamento à COVID-19 nos espaços da Fundação Cultural de Curitiba, pelo sistema de registro de preços, pelo período 06 meses";R$ 137.855,10;Fundação Cultural de Curitiba;21/10/2020;57-000123/2020;21/10/2020;24/05/2021;Parcialmente Empenhado
FMS       ;DT 238/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE INSUMOS DE LABORATÓRIO: MEIO DE CULTURA TSA.;R$ 1.792,00;RUA PRIMO LOURENÇO TOSIN, 1021.;22/10/2020;01-105501/2020;23/10/2020;26/10/2020;Empenhado
FMS       ;DT 239/2020;Dispensa de Licitação - TCE;CONTRATAÇÃO EMERGENCIAL DE SERVIÇO PARA EXECUÇÃO DE FISIOTERAPIA REABILITAÇÃO COVID-19 E FISIOTERAPIA NAS DIVERSAS ESPECIALIDADES COM VISTAS A GARANTIR O ATENDIMENTO INTEGRAL E AMBULATORIAL NA ÁREA DE FISIOTERAPIA PARA PACIENTES QUE TIVERAM QUADRO SUSPEITO OU CONFIRMADO DE COVID-19  E QUE PERMANECERAM POR LONGA DATA INTERNADOS E ENTUBADOS, RECEBENDO ALTA HOSPITALAR COM QUADRO DE FRAQUEZA MUSCULAR, ALTERAÇÕES DA MOBILIDADE E ALTERAÇÕES CARDIOVASCULARES E PULMONARES.;R$ 140.618,28;RUA FRANCISCO TORRES, 830 - SMS;26/10/2020;01-107358/2020;27/10/2020;24/04/2021;Confirmado Vencedor
FMS       ;DT 240/2020;Dispensa de Licitação - TCE;CONTRATAÇÃO EMERGENCIAL PARA EXECUÇÃO DE SERVIÇO DE FISIOTERAPIA E REABILITAÇÃO DE COVID-19 E FISIOTERAPIA NAS DIVERSAS ESPECIALIDADES COM VISTAS A GARANTIR ATENDIMENTO INTEGRAL DE FISIOTERAPIA EM REABILITAÇÃO COVID-19 PARA OS PACIENTES QUE TIVERAM QUADRO SUSPEITO OU CONFIRMADO DE COVID-19 E QUE PERMANECERAM POR LONGA DATA INTERNADOS E ENTUBADOS, RECEBENDO ALTA HOSPITALAR COM QUADRO DE FRAQUEZA MUSCULAR, ALTERAÇÕES DA MOBILIDADE E ALTERAÇÕES CARDIOVASCULARES E PULMONARES.;R$ 188.031,36;RUA FRANCISCO TORRES, 830 - SMS;26/10/2020;01-107366/2020;27/10/2020;24/04/2021;Confirmado Vencedor
FMS       ;DT 244/2020;Dispensa de Licitação - TCE;SERVIÇO DE REVITALIZAÇÃO/REPARAÇÃO.;R$ 633.744,59;RUA FRANCISCO TORRES, 830 - 4º ANDAR.;27/10/2020;01-108813/2020;28/10/2020;31/10/2020;Empenhado
SME       ;DT 61/2020;Dispensa de Licitação - TCE;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE PRODUÇÃO, FILMAGEM E EDICÃO DE VIDEOAULAS PARA VEICULAÇÃO AOS ESTUDANTES DA REDE MUNICIPAL DE ENSINO.;R$ 515.000,00;Conforme processo origina 01-109855/2020;28/10/2020;01-109855/2020;28/10/2020;26/12/2020;Confirmado Vencedor
FCC       ;IN 4/2020;Inexigibilidade de Licitação;Edital de Chamamento Público nº 027/2020 - FCC DIGITAL MÚSICA INDEPENDENTE, para seleção de conteúdo audiovisual para difusão no Programa FCC DIGITAL na área de música, a ser veiculado nas redes sociais da FCC ou no Coreto Digital do Passeio Público.;R$ 163.500,00;Rua Engenheiros Rebouças, 1732;28/10/2020;01-088984/2020;18/11/2020;17/11/2021;Confirmado Vencedor
FCC       ;IN 4/2020;Inexigibilidade de Licitação;Edital de Chamamento Público nº 027/2020 - FCC DIGITAL MÚSICA INDEPENDENTE, para seleção de conteúdo audiovisual para difusão no Programa FCC DIGITAL na área de música, a ser veiculado nas redes sociais da FCC ou no Coreto Digital do Passeio Público.;R$ 163.500,00;Rua Engenheiros Rebouças, 1732;28/10/2020;01-088984/2020;18/11/2020;17/11/2021;Confirmado Vencedor
FMS       ;DT 248/2020;Dispensa de Licitação - TCE;Contratação em caráter emergencial de serviços hospitalares pela prestadora de serviços ao Sistema Único de Saúde (SUS), em razão da declaração de Emergência em Saúde Pública decorrente da Infecção Humana pelo novo Coronavírus / COVID 19, com vistas a garantir o atendimento exclusivo em leitos de UTI tipo II adulto e em leitos clínicos/enfermaria adulto aos usuários do SUS com quadro clínico suspeito ou confirmado de COVID-19.;R$ 1.980.000,00;RUA FRANCISCO TORRES, 830 - SMS;29/10/2020;01-110822/2020;29/10/2020;26/04/2021;Confirmado Vencedor
FMS       ;PE 127/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MEDICAMENTOS PARA SECRETARIA MUNICIPAL DA SAÚDE - COM COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI.;R$ 254.000,00;Rua João Bettega 3350 - CIC - Almoxarifado SMS;09/11/2020;01-110598/2020;02/12/2020;12/12/2020;Parcialmente Empenhado
FMS       ;DT 252/2020;Dispensa de Licitação - TCE;CONTRATAÇÃO EMERGENCIAL DE SERVIÇOS HOSPITALARES, EM RAZÃO DA DECLARAÇÃO DE EMERGÊNCIA DA SAÚDE PÚBLICA DE IMPORTÂNCIA NACIONAL DECORRENTE DA INFECÇÃO HUMANA PELO NOVO CORONAVÍRUS, VISANDO GARANTIR O ATENDIMENTO INTEGRAL AOS USUÁRIOS DO SUS, PARA DISPONIBILIZAR O ACESSO A LEITOS EM UTI TIPO II ADULTO E EM LEITOS CLÍNICOS/ENFERMARIA ADULTO PARA INTERNAMENTO EXCLUSIVO DE PACIENTES COM QUADRO SUSPEITO OU CONFIRMADO DE INFECÇÃO POR CORONAVÍRUS-COVID-19, AO SISTEMA ÚNICO DE SAÚDE.;R$ 13.200.000,00;FRANCISCO TORRES Nº 830 - DAS;06/11/2020;01-110804/2020;06/11/2020;04/05/2021;Confirmado Vencedor
FMS       ;PE 131/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL PERMANENTE - UNIDADE AUXILIAR PARA CADEIRA ODONTOLÓGICA - COM COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI.;R$ 104.160,00;Almoxarifado da SMS-Rua João Bettega 3350-CIC;09/11/2020;01-107274/2020;02/12/2020;08/02/2021;Empenhado
FMS       ;PE 134/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE GELADEIRA PARA VACINAS E IMUNOBIOLÓGICOS PARA A SECRETARIA MUNICIPAL DA SAÚDE;R$ 35.000,00;R. Primo Lourenço Tosin, 1020 - Novo Mundo - Laboratório Municipal;10/11/2020;01-103954/2020;08/12/2020;07/01/2021;Empenhado
FMS       ;DT 254/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE AVENTAL FEITO EM TNT.;R$ 33.000,00;RUA JOÃO BETTEGA, 3350 - CIC - ALMOXARIFADO SMS.;12/11/2020;01-113519/2020;13/11/2020;16/11/2020;Empenhado
FMS       ;PE 136/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL PERMANENTE (APARELHO DE RADIOGRAFIA ODONTOLÓGICA) PARA SECRETARIA MUNICIPAL DA SAÚDE. ;R$ 28.500,00;Rua João Bettega 3350 - CIC - Almoxarifado SMS;11/11/2020;01-110971/2020;17/12/2020;06/01/2021;Empenhado
SMAP      ;PE 254/2020;PREGÃO ELETRÔNICO;PRESTAÇÃO DE SERVIÇOS DE DIVISÓRIA, PELO SISTEMA DE REGISTRO DE PREÇO PELO PERÍODO DE 12 MESES;R$ 1.148.162,00;Conforme pedido de empenho;13/11/2020;01-059297/2020;11/11/2020;11/12/2021;Empenhado
FMS       ;DT 255/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE LUVA DE PROCEDIMENTO. ;R$ 454.318,20;RUA JOÃO BETTEGA, 3350 - CIC - ALMOXARIFADO SMS.;13/11/2020;01-116511/2020;16/11/2020;19/11/2020;Empenhado
FMS       ;PE 140/2020;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE INSUMOS PARA LABORATÓRIO, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM ITENS EXCLUSIVOS E COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI e ITENS PARA AMPLA PARTICIPAÇÃO.;R$ 163.578,50;RUA PRIMO LOURENÇO TOSIN, 1021 NOVO MUNDO CURITIBA - PR;12/11/2020;01-092197/2020;12/11/2020;22/12/2021;Parcialmente Empenhado
FMS       ;PE 142/2020;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MEDICAMENTOS, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES.;R$ 323.594,00;ALMOXARIFADO CENTRAL DA SECRETARIA MUNICIPAL DA SAÚDE;12/11/2020;01-101100/2020;12/11/2020;16/12/2021;Parcialmente Empenhado
FMS       ;PE 146/2020;PREGÃO ELETRÔNICO;FORNECIMENTO, FABRICAÇÃO E INSTALAÇÃO DE BIOMBOS EM ESTRUTURA DE ALUMÍNIO E COM VIDROS, PELO SISTEMA DE REGISTRO DE PREÇOS PELO PERÍODO DE 12 (DOZE) MESES, PARA ATENDER A SECRETARIA MUNICIPAL DE SAÚDE;R$ 163.450,00;Conforme Ordem de Serviço;16/11/2020;01-109331/2020;13/11/2020;18/12/2021;Empenhado
FMS       ;PE 147/2020;PREGÃO ELETRÔNICO;"SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE ETIQUETAS ADESIVAS CIRCULARES E PULSEIRAS PARA IDENTIFICAÇÃO PARA A SECRETARIA MUNICIPAL DA SAÚDE, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES".;R$ 77.279,80;Conforme pedido de empenho;16/11/2020;01-098931/2020;16/11/2020;15/12/2021;Parcialmente Empenhado
FMS       ;PE 149/2020;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO MEDICAMENTOS, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES.;R$ 306.206,40;ALMOXARIFADO CENTRAL DA SECRETARIA MUNICIPAL DA SAÚDE;16/11/2020;01-106701/2020;16/11/2020;21/12/2021;Parcialmente Empenhado
SMAP      ;PE 263/2020;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS DE INSTALAÇÕES E MANUTENÇÕES PREVENTIVAS E CORRETIVAS, COM FORNECIMENTOS DE MATERIAIS E COMPONENTES, EM REDES TELEFÔNICAS E LÓGICAS PREDIAIS, PARA AS UNIDADES ADMINISTRATIVAS DA PREFEITURA MUNICIPAL DE CURITIBA, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS PELO PERÍODO DE 12 (DOZE) MESES;R$ 1.596.636,94;Conforme empenho;18/11/2020;01-069163/2020;16/11/2020;11/12/2021;Parcialmente Empenhado
FMS       ;PE 150/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL PERMANENTE (APARELHO DE RAIO X), PARA A SECRETARIA MUNICIPAL DA SAÚDE. ;R$ 1.394.000,00;Rua João Bettega 3350 CIC Almoxarifado SMS.;18/11/2020;01-112256/2020;;;Confirmado Vencedor
FMAS      ;PE 29/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAIS DE HIGIENE E LIMPEZA ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS.;R$ 176.026,00;CONFORME EMPENHO;17/11/2020;01-108224/2020;17/11/2020;17/12/2021;Parcialmente Empenhado
